Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/3           XMLArgumentParser<2ul>::createArgument() [101]
[77]     0.0    0.00    0.00       3         std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<std::__detail::__variant::__variant_cookie (*)(std::__detail::__variant::__variant_construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>&, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&>(std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>&, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&)::{lambda(auto:1&&)#1}&&, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&)>, std::integer_sequence<unsigned long, 0ul> >::__visit_invoke(std::__detail::__variant::__variant_construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>&, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&>(std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>&, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&)::{lambda(auto:1&&)#1}&&, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&) [77]
-----------------------------------------------
                0.00    0.00       2/2           linkedCell_t::~linkedCell_t() [79]
[78]     0.0    0.00    0.00       2         boundary_t::~boundary_t() [78]
                0.00    0.00      12/15          xsd::cxx::tree::string<char, xsd::cxx::tree::simple_type<char, xsd::cxx::tree::_type> >::~string() [41]
-----------------------------------------------
                0.00    0.00       1/2           XMLArgumentParser<2ul>::createArgument() [101]
                0.00    0.00       1/2           simulation_t::~simulation_t() [98]
[79]     0.0    0.00    0.00       2         linkedCell_t::~linkedCell_t() [79]
                0.00    0.00       4/13          xsd::cxx::tree::_type::~_type() [42]
                0.00    0.00       2/2           boundary_t::~boundary_t() [78]
-----------------------------------------------
                0.00    0.00       2/2           spdlog::details::file_helper::open(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) [116]
[80]     0.0    0.00    0.00       2         std::shared_ptr<spdlog::logger> spdlog::stdout_color_mt<spdlog::async_factory_impl<(spdlog::async_overflow_policy)0> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, spdlog::color_mode) [80]
-----------------------------------------------
                0.00    0.00       1/2           Logger::setupLogger() [107]
                0.00    0.00       1/2           spdlog::details::registry::registry() [122]
[81]     0.0    0.00    0.00       2         spdlog::sinks::ansicolor_stdout_sink<spdlog::details::console_mutex>::ansicolor_stdout_sink(spdlog::color_mode) [81]
                0.00    0.00       2/3           spdlog::sinks::ansicolor_sink<spdlog::details::console_mutex>::ansicolor_sink(_IO_FILE*, spdlog::color_mode) [68]
-----------------------------------------------
                0.00    0.00       2/2           spdlog::logger::~logger() [70]
[82]     0.0    0.00    0.00       2         spdlog::sinks::ansicolor_stdout_sink<spdlog::details::console_mutex>::~ansicolor_stdout_sink() [82]
-----------------------------------------------
                0.00    0.00       2/2           spdlog::details::file_helper::open(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool) [116]
[83]     0.0    0.00    0.00       2         spdlog::details::os::fopen_s(_IO_FILE**, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [83]
-----------------------------------------------
                0.00    0.00       1/2           spdlog::set_level(spdlog::level::level_enum) [123]
                0.00    0.00       1/2           spdlog::set_default_logger(std::shared_ptr<spdlog::logger>) [108]
[84]     0.0    0.00    0.00       2         spdlog::details::registry::instance() [84]
                0.00    0.00       1/1           spdlog::details::registry::registry() [122]
-----------------------------------------------
                0.00    0.00       2/2           shape_t::~shape_t() [125]
[85]     0.0    0.00    0.00       2         cuboid_t::~cuboid_t() [85]
                0.00    0.00       6/13          xsd::cxx::tree::_type::~_type() [42]
-----------------------------------------------
                0.00    0.00       2/2           XMLArgument<2ul>::createAdditionalParticle(ParticleContainer<2ul>&) const [131]
[86]     0.0    0.00    0.00       2         Generator<CuboidArgument<2ul>, 2ul, true>::generate(CuboidArgument<2ul> const&, ParticleContainer<2ul>&) [86]
                0.00    0.00   20000/40000       double std::normal_distribution<double>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<double>::param_type const&) [12]
                0.00    0.00   10000/10000       __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::find<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char [3]>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char const (&) [3]) [clone .constprop.0] [14]
-----------------------------------------------
                0.00    0.00       1/2           std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [148]
                0.00    0.00       1/2           std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [149]
[87]     0.0    0.00    0.00       2         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> >, true>*, unsigned long) [87]
                0.00    0.00       1/1           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&) [134]
-----------------------------------------------
                0.00    0.00       2/2           spdlog::logger::~logger() [70]
[88]     0.0    0.00    0.00       2         std::_Sp_counted_ptr_inplace<spdlog::sinks::ansicolor_stdout_sink<spdlog::details::console_mutex>, std::allocator<spdlog::sinks::ansicolor_stdout_sink<spdlog::details::console_mutex> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [88]
-----------------------------------------------
                0.00    0.00       2/2           spdlog::logger::~logger() [70]
[89]     0.0    0.00    0.00       2         std::_Sp_counted_ptr_inplace<spdlog::sinks::ansicolor_stdout_sink<spdlog::details::console_mutex>, std::allocator<spdlog::sinks::ansicolor_stdout_sink<spdlog::details::console_mutex> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [89]
-----------------------------------------------
                0.00    0.00       1/2           spdlog::details::registry::~registry() [888]
                0.00    0.00       1/2           spdlog::set_default_logger(std::shared_ptr<spdlog::logger>) [108]
[90]     0.0    0.00    0.00       2         std::_Sp_counted_ptr_inplace<spdlog::logger, std::allocator<spdlog::logger>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [90]
-----------------------------------------------
                0.00    0.00       1/2           std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [48]
                0.00    0.00       1/2           spdlog::details::registry::~registry() [888]
[91]     0.0    0.00    0.00       2         std::_Sp_counted_ptr_inplace<spdlog::logger, std::allocator<spdlog::logger>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [91]
-----------------------------------------------
                0.00    0.00       2/2           MolSim<2ul>::setup(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [412]
[92]     0.0    0.00    0.00       2         std::vector<Cell<2ul>*, std::allocator<Cell<2ul>*> >::reserve(unsigned long) [92]
-----------------------------------------------
                0.00    0.00       1/1           XMLArgument<2ul>::toString[abi:cxx11]() const [132]
[93]     0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ArrayUtils::to_string<std::vector<BoundaryType, std::allocator<BoundaryType> > >(std::vector<BoundaryType, std::allocator<BoundaryType> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 2ul> const&) [93]
                0.00    0.00       1/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long) [47]
-----------------------------------------------
                0.00    0.00       1/1           MDSimulation<LinkedCell<LennardJones, 2ul, true>, 2ul>::performSimulation(OutputWriter<2ul>&, ParticleContainer<2ul>&, Argument<2ul>&) [1]
[94]     0.0    0.00    0.00       1         Thermostat<2ul>::setInitialTemperature(ParticleContainer<2ul>&) [94]
                0.00    0.00   20000/40000       double std::normal_distribution<double>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<double>::param_type const&) [12]
-----------------------------------------------
                0.00    0.00       1/1           XMLArgument<2ul>::~XMLArgument() [175]
[95]     0.0    0.00    0.00       1         Thermostat<2ul>::~Thermostat() [95]
-----------------------------------------------
                0.00    0.00       1/1           XMLReader<3ul>::XMLReader(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .lto_priv.0] [128]
[96]     0.0    0.00    0.00       1         strategy_t::parse(xsd::cxx::xml::dom::parser<char>&, xsd::cxx::tree::flags) [96]
                0.00    0.00      35/225         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(char const*) const [25]
                0.00    0.00       7/54          xsd::cxx::xml::qualified_name<char> xsd::cxx::xml::dom::name<char>(xercesc_3_2::DOMAttr const&) [32]
                0.00    0.00       6/9           xsd::cxx::tree::traits<xsd::cxx::tree::string<char, xsd::cxx::tree::simple_type<char, xsd::cxx::tree::_type> >, char, (xsd::cxx::tree::schema_type::value)0>::create(xercesc_3_2::DOMAttr const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [46]
                0.00    0.00       6/6           xsd::cxx::tree::optional<xsd::cxx::tree::string<char, xsd::cxx::tree::simple_type<char, xsd::cxx::tree::_type> >, false>::set(std::unique_ptr<xsd::cxx::tree::string<char, xsd::cxx::tree::simple_type<char, xsd::cxx::tree::_type> >, std::default_delete<xsd::cxx::tree::string<char, xsd::cxx::tree::simple_type<char, xsd::cxx::tree::_type> > > >) [50]
                0.00    0.00       5/16          xsd::cxx::xml::qualified_name<char>::~qualified_name() [37]
                0.00    0.00       4/16          xsd::cxx::xml::qualified_name<char> xsd::cxx::xml::dom::name<char>(xercesc_3_2::DOMElement const&) [38]
                0.00    0.00       4/16          xsd::cxx::tree::unexpected_element<char>::~unexpected_element() [39]
                0.00    0.00       4/15          xsd::cxx::xml::dom::parser<char>::next_content(bool) [clone .constprop.0] [40]
                0.00    0.00       3/10          xsd::cxx::xml::dom::parser<char>::parser(xercesc_3_2::DOMElement const&, bool, bool, bool) [clone .constprop.1] [44]
                0.00    0.00       3/46          std::pair<std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, false, true>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >(std::integral_constant<bool, true>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >&&) [clone .constprop.0] <cycle 1> [30]
                0.00    0.00       2/4           xsd::cxx::tree::one<vector_i, false>::set(std::unique_ptr<vector_i, std::default_delete<vector_i> >) [62]
                0.00    0.00       1/6           xsd::cxx::xml::dom::parser<char>::parser(xercesc_3_2::DOMElement const&, bool, bool, bool) [clone .constprop.0] [49]
-----------------------------------------------
                0.00    0.00       1/1           XMLArgumentParser<2ul>::createArgument() [101]
[97]     0.0    0.00    0.00       1         linkedCell_t::linkedCell_t(linkedCell_t const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [97]
                0.00    0.00       2/46          std::pair<std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, false, true>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >(std::integral_constant<bool, true>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >&&) [clone .constprop.0] <cycle 1> [30]
                0.00    0.00       1/10          xsd::cxx::tree::_type::_type(xsd::cxx::tree::_type const&, xsd::cxx::tree::flags, xsd::cxx::tree::_type*) [45]
                0.00    0.00       1/1           boundary_t::_clone(xsd::cxx::tree::flags, xsd::cxx::tree::_type*) const [130]
-----------------------------------------------
                0.00    0.00       1/1           XMLArgumentParser<2ul>::createArgument() [101]
[98]     0.0    0.00    0.00       1         simulation_t::~simulation_t() [98]
                0.00    0.00       3/15          xsd::cxx::tree::string<char, xsd::cxx::tree::simple_type<char, xsd::cxx::tree::_type> >::~string() [41]
                0.00    0.00       2/13          xsd::cxx::tree::_type::~_type() [42]
                0.00    0.00       1/2           linkedCell_t::~linkedCell_t() [79]
                0.00    0.00       1/1           shape_t::~shape_t() [125]
-----------------------------------------------
                0.00    0.00       1/1           MolSim<2ul>::setup(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [412]
[99]     0.0    0.00    0.00       1         ArgumentStatus::ArgumentStatus() [99]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> >::_Tuple_impl<char const (&) [1], char const (&) [1], void>(char const (&) [1], char const (&) [1]) [139]
                0.00    0.00       1/1           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >::pair<char const (&) [9], true>(char const (&) [9], std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > const&) [146]
                0.00    0.00       1/1           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >::~pair() [clone .lto_priv.0] [147]
                0.00    0.00       1/46          std::pair<std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, false, true>, bool> std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >(std::integral_constant<bool, true>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >&&) [clone .constprop.0] <cycle 1> [30]
                0.00    0.00       1/1           DirectSum<Gravitation, 2ul, true>::~DirectSum() [126]
-----------------------------------------------
                0.00    0.00       1/1           MolSim<2ul>::setup(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [412]
[100]    0.0    0.00    0.00       1         XMLArgumentParser<2ul>::validateInput() [100]
                0.00    0.00      14/225         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(char const*) const [25]
                0.00    0.00       5/138         XMLReader<3ul>::toBoundaryType(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) const [clone .constprop.0] [27]
                0.00    0.00       3/4           std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::tuple<bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [65]
                0.00    0.00       2/6           std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<void (*)(std::__detail::__variant::_Variant_storage<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>&)>, std::integer_sequence<unsigned long, 0ul> >::__visit_invoke(std::__detail::__variant::_Variant_storage<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>::_M_reset()::{lambda(auto:1&&)#1}&&, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>&) [53]
                0.00    0.00       1/3           std::__detail::__variant::__gen_vtable_impl<std::__detail::__variant::_Multi_array<std::__detail::__variant::__variant_cookie (*)(std::__detail::__variant::__variant_construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>&, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&>(std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>&, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&)::{lambda(auto:1&&)#1}&&, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&)>, std::integer_sequence<unsigned long, 0ul> >::__visit_invoke(std::__detail::__variant::__variant_construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>&, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&>(std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double>&, std::__detail::__variant::_Copy_ctor_base<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&)::{lambda(auto:1&&)#1}&&, std::variant<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double> const&) [77]
                0.00    0.00       1/4           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [64]
