iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
32000,0.00000,0.00000,0.00000,0.00000,6.88417,1.43207,3.09521,2.76982,2.02530,1.01985,0.890704,1.43090,2.22190,1.45214,1.31208,1.60335,3.71808,0.926957,1.43192,1.81849,1.62136,1.20519,1.27348,2.74860,2.25500,1.62789,1.35439,1.83263,0.675744,1.93238,1.69848,1.93143,1.92482,0.641296,2.19441,1.13816,0.691459,1.82067,1.10932,2.76226,1.18403,1.85533,2.37262,1.06975,7.88166,0.00000,0.00000,0.00000,0.00000,0.00000
33000,0.00000,0.00000,0.00000,0.00000,1.95895,2.43865,2.64521,2.29405,1.31797,1.43931,2.63932,2.02607,1.61328,0.860482,1.19889,1.33798,1.05418,1.21623,0.927842,2.34909,1.45997,1.03088,1.21013,1.66952,2.69552,0.584808,1.68772,1.28699,0.752801,2.62422,1.09426,1.17574,3.26061,0.749262,2.93010,1.65418,1.04970,1.33984,1.76854,3.87007,0.851688,1.25913,2.02806,1.80909,5.44718,0.00000,0.00000,0.00000,0.00000,0.00000
34000,0.00000,0.00000,0.00000,0.00000,2.77790,2.50949,1.35077,1.05510,1.11151,1.56092,1.55227,0.560250,1.11043,0.857610,1.27443,1.86622,1.96380,2.13088,1.65995,2.15203,1.23028,1.87776,2.11966,1.07824,0.840419,0.576687,3.65284,0.610183,1.15292,1.54131,1.13068,2.22861,1.32698,1.37377,1.61006,1.35770,2.02444,3.43531,1.27597,2.48719,2.28265,2.13688,1.18891,1.48098,3.51252,0.00000,0.00000,0.00000,0.00000,0.00000
35000,0.00000,0.00000,0.00000,0.00000,3.80396,1.45302,1.12782,0.966704,0.956451,3.20586,1.35719,1.46546,1.02699,1.05655,1.19867,2.43633,1.28139,2.82504,0.557886,2.58808,1.87684,1.51422,1.47083,1.46168,2.13942,0.484143,2.80608,1.06053,1.42063,0.910107,2.39352,1.69701,1.00917,2.32889,1.65397,0.661268,0.817815,2.20161,0.832202,3.63896,1.36994,1.68394,2.86955,2.71677,6.05362,0.00000,0.00000,0.00000,0.00000,0.00000
36000,0.00000,0.00000,0.00000,0.00000,3.71401,1.10589,1.15902,1.82982,0.943230,3.19647,1.06897,1.36149,0.801483,0.637759,2.32226,0.465608,1.33294,3.22654,2.31750,0.679392,1.63344,1.02626,1.22743,1.07801,2.67993,1.72151,0.999506,1.45037,0.556424,3.10560,1.90476,0.570031,0.983646,2.27486,2.24992,0.489060,1.10650,2.07050,1.10787,2.37221,2.29547,2.20575,2.81279,1.50025,5.42722,0.00000,0.00000,0.00000,0.00000,0.00000
37000,0.00000,0.00000,0.00000,0.00000,3.15410,2.55021,1.92412,0.782025,1.27502,1.34426,1.32982,1.72210,2.52822,0.635142,2.84914,1.43934,1.41068,2.73227,1.49645,2.34070,3.22391,1.35482,3.15187,1.79482,1.46188,0.565556,1.52963,2.53791,0.934583,0.379250,0.338829,0.789456,2.46733,2.21410,0.883785,1.74954,1.32337,1.03154,1.04451,0.751729,2.05968,2.27505,0.240055,1.60811,6.02196,0.00000,0.00000,0.00000,0.00000,0.00000
38000,0.00000,0.00000,0.00000,0.00000,2.35711,3.35489,1.34437,0.999277,0.769962,3.24090,0.285127,1.02671,2.74428,1.38278,1.48674,1.42935,1.12634,1.71760,3.54422,2.21057,1.03226,2.57808,0.875038,1.48823,1.56626,2.65826,1.61816,1.11212,1.45663,2.13534,1.45225,1.15062,1.76240,1.26771,1.93847,0.897484,0.747151,3.38614,1.64428,0.947835,0.536829,3.24491,2.36409,3.34131,7.96505,0.00000,0.00000,0.00000,0.00000,0.00000
39000,0.00000,0.00000,0.00000,0.00000,3.49820,2.90209,1.33157,1.95111,0.776586,2.05611,1.82545,0.900906,1.72344,0.443307,1.57617,1.09356,1.42686,1.93897,3.01346,0.455756,2.69543,0.841491,2.01932,1.43634,2.27960,1.38954,0.596482,2.27918,2.38836,2.07087,1.58240,0.0897000,2.38495,1.91001,1.58925,2.80514,1.53681,2.27588,1.69249,0.778871,1.19075,3.72770,1.85293,1.75626,4.74470,0.00000,0.00000,0.00000,0.00000,0.00000
40000,0.00000,0.00000,0.00000,0.00000,1.31755,1.71691,2.45143,2.50961,0.979188,1.32742,1.73331,1.81569,0.392423,1.54582,1.79434,1.11907,1.78123,1.87352,1.16681,2.28421,1.59307,0.610261,1.16110,1.41552,1.61605,1.17179,0.457252,2.73456,1.69943,2.19186,1.11585,1.89038,1.95636,1.27339,2.21506,2.15573,1.90857,2.45619,1.07038,2.13686,0.775130,3.80694,1.42785,2.85114,6.49690,0.00000,0.00000,0.00000,0.00000,0.00000
41000,0.00000,0.00000,0.00000,0.00000,2.49373,2.04188,1.55989,3.32868,1.25799,1.06351,1.31296,2.47744,1.87111,0.818346,0.811450,0.575565,0.740051,1.37034,1.41907,1.36516,1.40694,1.01293,2.28467,1.62301,1.52014,0.674372,0.603402,2.34219,1.27727,0.927824,0.765631,1.15107,0.824598,1.08046,2.59638,1.44236,2.18946,0.799670,1.45657,3.08975,1.53794,1.69845,1.37310,0.733987,2.55277,0.00000,0.00000,0.00000,0.00000,0.00000
